data,index,count,bow,tfidf,lstm,gru
nrg tape transcribed we have one tape recording of a voice mail john zurita left for bill stone i have attached it for your review i plan to send this transcript to nrg in return for all the transcripts in their possession talk to you soon andy,107149,1,0,0,0,1
format of credit risk reduction transaction agr christian liz asked me to forward a good template of the three way agreement for assignment termination of trades in a credit driven context underlying these transactions if epmi will emerge with trades with the substituted counterparty epmi needs to have a modernized master trading agreement with such party and sometimes the prospect of completing this type of transaction is incentive for a counterparty to modernize its paper do an eei with us i found also that the assigned confirmations needed to be reviewed closely to make sure that what epmi stepped into was equivalent to what was being terminated the confirmations themselves were sometimes amended as part of the transaction to make them conform to what epmi insists upon as to product definitions etc please feel free to come back to me with any questions you may have david different date may not match up exactly with the draft agreement above,107153,1,0,0,0,1
draft documents for the nstar transaction oh shit yippee oh shit yippee please stop,107343,1,0,0,0,1
home just fyi im going home no tennis tonight for me,107462,1,0,0,0,1
hopefully this will get to you ive already faxed the document to you also,107747,1,0,0,0,1
pg e letter setting forth calculation of damages attached is a draft letter setting forth enrons damages in connection with the termination of certain commodity forward and swap positions with pg e in lieu of sending out multiple letters and then aggregating the exposures for set off purposes i thought it would be more understandable if we put all the matters in one letter for each product line i thought we could attach all the relevant information im not sure if this is making it too easy for the court but it seems like the right thing to do each commodity line then would assemble the following and attach as an appendix to the letter copy of master contract or applicable gtc copy of transaction confirmations copy of termination notice sent to pg e chart summarizing key commercial terms of transaction s chart summarizing unpaid receivables and invoices for same chart setting forth termination payment calculation for each terminated trade paragraph describing methodology used to determine termination payment valuation eg es secured threw out high and low and averaged middle list showing es secured entity person time and amount and the extent available written confirmation of such e i will be out of the office the rest of this week but will organize a call for early next week in order to finalize the pg e package thanks for all your help elizabeth sager,107948,1,0,0,0,1
hope we are half way home you passed the drug test excellent still no news on the background check but hr will call the service this morning and get back to me,108067,1,0,0,0,1
meeting kriste can hit at can you join us,108077,1,0,0,0,1
kid stuff thanks for the note i had alot of fun on sat too ill call you later to talk about camps i was kind of thinking of doing a day camp at the met but the teachers name for swimming at the h is lauren just call the regular number and ask for swimming and then leave message for her she will call you back,108078,1,0,0,0,1
enron in action wild work brown bag lunch presentation oh deer an environmental crisis in the making across texas the growing population of white tail deer in urban environments is creating a new challenge join ephraim dickson executive director of the armand bayou nature center for a discussion on the impacts of this important issue and an exploration of possible alternatives when thursday june th am to pm where eb c its time for the rd annual enron mda beach bowl june this friday june th come and celebrate with us as we kick off the rd annual enron mda beach bowl benefiting als research als more commonly known as lou gehrigs disease is a fatal neuromuscular disease which causes progressive muscle weakness and eventually leaves the patient paralyzed help us strike a blow against als while having lots of fun and winning great prizes call lindsay meade at ext for more information see you at the kick off come dressed in something hawaiian and win a prize when friday june th am pm if you cant be there for the whole hour dont worry just stop by whenever you can where eb c feel free to bring your own lunch fruit cookies and drinks will be provided find out about bring your child to work day june the annual bring your child to work day is scheduled on friday june th guidelines for participation parents must stay with their children at all times children will not be allowed to participate without their parent in attendance participation in the event is with immediate supervisor s permission only children years and older only participation is limited to children of enron or contract employees each employee participating must sign a release waiver and return it with the registration form by friday june nd an email will be distributed this week this provide parents with details about the registration process as well as a release waiver get it while its hot a gift from mervyns mervyns is extending a discount coupon to enron employees for mens and womens dockers casual businesswear if you are interested in this limited time offer valid until june th please come by the infozone kiosk in the lobby during lunch on tuesday june th to pick up your coupon coupons will be distributed on a first come first serve basis and limit is per employee learn more about beginner ballroom dance lessons beginner ballroom dance lessons open to the public and taught by qualified instructors sponsored by the united states amateur ballroom dancers association a non profit organization in cooperation with the city of houston parks recreation department classes start on tuesday june th from pm at the river oaks community center locke lane between weslayan buffalo speedway on latchmont one block north of westheimer for a session of weeks registration first day of class if you miss the first class join us for the second class for seniors over and students under dances will include waltz foxtrot cha cha rumba swing and tango for further information call margaret daffin at ext join the voices of enron to expand your communication skills make new friends expand your horizons enhance your communication skills lose the fear of public speaking have a great time day thursdays time a m p m location enron building for more information about the voices of enron contact melinda pharms vice president of education via e mail at mpharms ect enron com or by phone at internal extension or kathy willard vice president membership at kwillar enron com mailto kwillar enron com phone no internal extension volunteer for the boys girls club summer camp weekends kevin hannon boys girls club board member invites you to join enron employee john cote at a boys girls club summer camp john and kevin are looking for commitments from some dedicated enron men women spread the word spouses friends office colleagues welcome last years camp was a huge success details below what nd annual houston boys and girls club summer camp weekend with enrons incredible volunteers when boys camp friday afternoon pm june through sunday afternoon june or friday afternoon pm july through sunday afternoon july girls camp friday afternoon pm july through sunday afternoon july or friday afternoon pm july through sunday afternoon july whe willis tx minutes from downtown houston just north of conroe who counselors per camp to chaperone kids ages how share all sports activities including canoeing hiking fishing organizing a talent show bonfire ghost stories obstacle course water balloon fights softball basketball archery football etc cooking and clean up covered by the houston boys girls club staff contact john a cote at ext volunteers needed for bring your child to work day bring your child to work day is friday june please email jennifer milligan if you are interested in volunteering and indicate your preference for indoor or outdoor activities have news to share to post news or events in enron in action please e mail your information to eia enron com no later than noon the thursday prior to the next monday s mailing,108431,1,0,0,0,1
draft master agreement brazil dear elizabeth please find attached hereto for your information as well as review comments questions etc etc a copy of our latest draft master power purchase and sale agreement for brazil to brazil transactions this document is now being forwarded to rac as soon as we have received comments from all areas of support tax credit commercial etc we will start negotiations with all major generators ldcs and marketing companies please feel free to contact me should you have questions or comments regarding this matter rgds sami arap end of signature,108492,1,0,0,0,1
ense control area kevin i thought the letter was great no comments,109215,1,0,0,0,1
enabling agreement enabling agreement committee we recently received notification of our copyright on the agreement we also finally found someone to set up the document in a professional format the agreement is in pdf format and you may open it in adobe acrobat i am forwarding a copy to you all for review first before it is placed on the ercot web site please review it and comment on style or content obviously no substantive changes will be considered also please note my new email address for future correspondence margaret pemberton pemberton associates please note new email address pemlaw austin rr com confidentiality notice the information contained in this email message and documents attached is privileged and confidential and is intended only for the use of the addressee nothing in this email is intended by the attorney or the client to constitute a waiver of the confidentiality of this message if the reader of this message is not the intended recipient or employee agent of the intended recipient you are hereby notified that any duplication dissemination or distribution of this communication is unauthorized if you have received this document in error please notify the above office by telephone or email immediately wholesale agreement pdf,109576,1,0,0,0,1
swaping speaking assignments for contract workshop fine with me,109745,1,0,0,0,1
marc sekulas birthday celebration date good for us,109972,1,0,0,0,1
availability for pg e i will not be available after pm tonight i have a rare date with my wife at the u concert which could lead to a marital early termination event if i default i will have my cell if you want to try and reach me or bootleg some tunes peter,110257,1,0,0,0,1
isda energy conference dear elizabeth thank you for accepting our invitation to speak at the energy and developing porducts conference in houston on march th at the four seasons hotel i will need to finalize the agenda by next week in order to begin promoting the conference for marketing purposes all i need at this stage is a heading for your section followed by a few bullet points to describe the contents of the discussion also we would welcome any suggestions you may have on inviting speakers to help you discuss topic i will be in the office all week and can be reached at or let me know any suggestions you may have via email again thanks and regards liz houston agenda doc ms liz osullivan international swaps and derivatives association inc fifth avenue th floor rockefeller center new york ny end of signature end of signature end of signature houston agenda doc,111251,1,0,0,0,1
aftermath greg stopped by to say that the in the aftermath of the bpa kaiser non deal the following further sub deals could materialize kaiser already has exercised a hour notice right to sell balance of the month energy to bpa at index if bpa does not want the index power unlikely we could buy it from bpa no prepay strings kaiser may give bpa hour notice to do a january remarketing deal at an unknown price im not sure if we would purchase the power from bpa kaiser may give bpa a seven day notice to do a five month deal beginning in february which we might consider doing a prepay for alcoa and another company are trying to close a deal by the end of the year whereby they are going to purchase a power plant industrial complex at longview washington our origination guys are always working on something at longview and this is probably it as part of the closing they are going to want to shut down part of the site and sell the power on the forward market there is a potential that we might buy the power from them through bpa and perhaps prepay for it i told greg the legal team having worked through many of the issues on this kind of transaction last week would stand by to help with any further developments cgy,111324,1,0,0,0,1
hope we are half way home you passed the drug test excellent still no news on the background check but hr will call the service this morning and get back to me,111481,1,0,0,0,1
letter of credit hi ken in accordance with lisas call to you here are revised drafts of the modification agreement and lc for your review by copy of this email i am at the same time circulating the documents for review by others at enron i apologize in advance for not sending a blackline a glitch here prevented me from making final changes in blackline if you are unable to make a marked copy from your prior version let me know and i will attempt tuesday morning to send you one thanks again for your help in getting this finalized letter of credit lisa as we discussed here is a revised version of the letter of credit see attached file letter of credit doc ken stewart edison law dept rm go walnut grove ave rosemead ca fax kenneth stewart sce com end of signature letter of credit doc file letter of credit doc,111672,1,0,0,0,1
copy of the srp letter this went out today at about pm,112496,1,0,0,0,1
eei coversheet following upon our telephone discussion this afternoon attached is the redlined draft kim twele had forwarded on of the eei coversheet csa and paragraph with a credit discussion points remaining unchanged pending discussion by the parties credit representatives and b showing our resolution as to certain legal points viz acceptance of section rejection of amendment to section deletion of section amendment acceptance of amendment to section rejection of proposed new section and modification of section a please contact me with any questions or comments david david a portz senior counsel enron north america corp smith eb a houston texas phone fax assistant linda simmons ext,112661,1,0,0,0,1
anticipated problems with a pv hlh path that will flow on monday this path just looks like it will be cut please take a moment to look at it also it is very important that you document when you cannot reach morgan stanleys real time an e mail will do send it to me,112842,1,0,0,0,1
email migration on tuesday may we will begin the migration from lotus notes to microsoft outlook your existing emails and folders within lotus notes will be transferred to outlook without the loss of any data the attached spreadsheet indicates migration date by employee training for outlook will be available wednesday through friday currently training information is not available however we will try to have this information to the floor on monday if you have any questions or concerns please contact dave steiner at ext,114313,1,0,0,0,1
williams energy news live todays video newscast dear eric the federal energy regulatory commission made several major decisions at their last meeting of on thursday the washington bureau will examine the commissions latest orders including the fercs approval of the countrys first regional transmission organization energybusinesswatch editor in chief howard buskirk will join us in washington during the a m et newscast to bring us his insight on the ferc on thursday the washington bureau will also bring us any progress from congress on reaching a deal on an economic stimulus package lawmakers are trying to come to an agreement before they head home for the holidays president of the republic of kazakhstan nursultan nazarbayev will address various energy topics during a speech at rice university in houston on thursday nearly deposits of oil and gas have been discovered in kazakhstan one of which is the largest known deposit in the world well also report the latest developments from houston regarding enrons bankruptcy case dynegy lead counsel david burns talks to the houston bureau about getting the enron bankruptcy case moved to texas join us on thursday for these reports and more from the houston bureau the california public utilities commission is holding a prehearing conference on thursday to discuss the potential impact of enrons chapter filing on california energy markets well have details from the west coast bureau tomorrow closing prices for wednesday dec crude bbl unleaded gallon heating oil gallon gas mmbtu datasynapse ceo peter lee will speak with us from the amex in new york on thursday lee will discuss distributed computing technology and why he expects the energy industry to embrace the innovations during the p m et newscast broadcasting note opec will hold an extraordinary meeting to discuss the production cuts and exports scheduled to take effect on january enl houston correspondent kim benestante will be in cairo egypt on friday december th to bring us live coverage of the meeting keep in mind things are subject to change at a moments notice occasionally guests have to cancel or change time slots well continue to do our best to keep you updated on future interviews and events be sure to watch our newscasts every business day a m to p m et at the top of each hour jay rickerts energynewslive com anchor view todays energy wrap video windows media player k,114757,1,0,0,0,1
main la salle wscc navajo mojave mapp cooper maac salem forced resched dear power outage database customer attached you will find an excel document the outages contained within are forced or rescheduled outages your daily delivery will still contain these outages in addition to the two excel documents there is a dbf file that is formatted like your daily deliveries you receive nightly this will enable you to load the data into your regular database any questions please let me know thanks greg elliott iir inc x outages industrialinfo com the information contained in this e mail is legally privileged and confidential information intended only for the use of the individual or entity named above you are hereby notified that any dissemination distribution or copy of this e mail to unauthorized entities is strictly prohibited if you have received this e mail in error please delete it outage dbf r xls xls,114852,1,0,0,0,1
williams energy news live todays video newscast dear eric im washington bureau chief peter cook filling in for jay rickerts the federal energy regulatory commission will be very busy next week our washington bureau will be covering the resumption of two high profile cases at the commission the california refund case and the investigation into el pasos gas transactions in california administrative law judges handling both cases have scheduled new hearings for next week we are also scheduled to sit down with ferc chairman pat wood to get his assessment of the year ahead at the commission look for the wood interview on tuesday on monday energy secretary spencer abraham will make his first visit to yucca mountain many in the nuclear industry are hoping the nevada facility will serve as the nations first repository for highly radioactive waste well have details of abrahams visit next week well also hear from an expert on the impact euro conversion could have on energy companies doing business in europe center for strategic and international studies robin niblett will talk about the conversion during the noon et newscast on monday houston bureau chief myra jolivet says a change of venue decision is expected next week in the enron bankruptcy case judge arthur gonzalez will decide whether the case will be moved from new york to houston well keep you informed on the situation from the houston bureau next week also from houston well discuss a cleaner burning diesel replacement fuel made from natural sources such as vegetable oils and animal fats biodiesel on monday industrialinfo com synthetic fuels manager jay brunson joins us to discuss the replacement fuel the california state legislature is back to work on monday and there are many energy issues expected to pop up in west coast correspondent kym mcnicholas says restructuring californias energy markets and the future direction of the new california power authority are a few topics the legislature will address the california public utilities commission begins a hearing on the potential impact of enrons demise on monday well have details on the hearing from our west coast bureau next week finally from sacramento on monday california iso manager of market design lorenzo kristov talks with kym about the grid operators in depth market design plan for the plan is scheduled for release on tuesday closing prices for friday jan crude bbl unleaded gallon heating oil gallon gas mmbtu keep in mind things are subject to change at a moments notice occasionally guests have to reschedule or change time slots well continue to do our best to keep you updated on future interviews and events be sure to watch our newscasts every business day a m to p m et at the top of each hour peter cook energynewslive com washington bureau chief view todays energy wrap video windows media player k,114916,1,0,0,0,1
ebay outbid notice item enron sterling silver tiffany key ring image dvd express you have been outbid on the following ebay item image item name enron sterling silver tiffany key ring new nr current price end date jan pst still want to try and win this item place another bid by clicking here http cgi ebay com aw cgi ebayisapi dll viewitem item image image image own your own timeshare in florida hawaii mexico aspen lake tahoe san francisco etc timesharing is a great concept and ebay is the place to get great deals visit www ebaytimeshares com exclusive deal free tivo free professional installation and back when you order any directv service package at getconnected click here to check availability in your area own essential movies music for less searching for movies music join the club and get dvds for each s h from columbia house choose from major hollywood hits like gladiator charlies angels rush hour and many many more plus order cds free plus s h featuring music from your favorite rock hip hop and alternative artists cds at chcd com from columbia house dvds at chdvd com from columbia house image image safety tip it is against ebay policy for a seller to contact you about buying a similar or identical item outside of ebay this type of transaction is not covered by the services we provide to protect you such as feedback insurance and dispute resolution for your own protection please do not participate image image you selected to receive this email notification when you registered if you do not want to receive these notices in the future click here http cgi ebay com aw cgi ebayisapi dll optinloginshow you will be asked to log in then click no next to outbid notices copyright ebay inc all rights reserved designated trademarks and brands are the property of their respective owners,115496,1,0,0,0,1
williams energy news live todays video newscast dear eric henwood energy services senior project manager george given talks about the texas power market from the houston bureau on monday henwood energy services is forecasting the ercot power market is overbuilt the houston bureau will bring us details next week well also hear from niagara mohawk energy president and ceo philip vanhorne next week as he talks about the negative effects of enron on the national power industry catch vanhornes comments on monday from houston amalgamated bank of new york is trying to freeze the assets of some arthur andersen executives well have coverage of the federal court hearing on tuesday taking place in houston the two major stories in washington next week are the return of congress and the ongoing investigations into enron lawmakers return on wednesday and will immediately begin new hearings on the embattled energy company the first hearing is scheduled for thursday in senator joe liebermans governmental affairs committee the washington bureau will be covering the hearing next week and examining the impact the enron situation could have on the overall energy debate in congress washington bureau chief peter cook will sit down next week for an exclusive interview with interior secretary gale norton peter says hell ask her about a host of issues including the future of energy production on federal lands and her view on the pending debate in congress over drilling in alaskas arctic national wildlife refuge enls kym mcnicholas talks with california assemblyman joe nation on monday hell discuss a new bill offering more incentives for renewables harvard economist william hogan will also join kym next week to discuss the california isos new market design project hogan says the plan is a major step forward in the california electricity market catch him during the p m et newscast on tuesday closing prices for friday jan crude bbl unleaded gallon heating oil gallon gas mmbtu fwd ue feb mmbtu scheduling note i want to let everyone know that though the markets are closed well be live from a m et to p m et monday keep in mind things are subject to change at a moments notice occasionally guests have to reschedule or change time slots well continue to do our best to keep you updated on future interviews and events be sure to watch our newscasts every business day a m to p m et at the top of each hour jay rickerts energynewslive com anchor view todays energy wrap video windows media player k,115619,1,0,0,0,1
urgent drugs test reminder records indicate that there are a significant number of employees who have yet to have a drug test here are the details of the locations in houston portland and other locations please attend one as soon as possible to avoid delays in your your onboarding and payroll processing hr,115876,1,0,0,0,1
williams energy news live todays video newscast dear eric senate democrats introduced their comprehensive energy legislation on wednesday the legislation differs significantly from the republican energy bill that passed the house last summer but the proposals share similar elements the washington bureau will bring us more reaction on the legislation on thursday also from capitol hill the senate commerce science and transportation committee will look into the debate over corporate average fuel economy standards democrats want to include a cafe increase in their comprehensive bill finally representative joe barton r tx will join enl to give us the details about his legislation on electricity restructuring which is to be completed and introduced this week join us for the rep barton interview on thursday from the hill enl west coast correspondent kym mcnicholas wraps up her three part series on geothermal energy on thursday kym tells us why mother nature is having trouble keeping up with demand at the geysers and what companies are doing to make geothermal production more efficient and reliable in northern california kym also reports live from las vegas thursday and friday at the day of the trader conference analysts and experts are expected to discuss enrons demise and the potential impact on the markets dont miss live reports from the conference tomorrow members of congress are expected in houston on thursday to question enron executives the securities exchange commission is turning up the heat on the investigation of the former energy giant with lawmakers questioning whether new laws may be needed in the wake of enrons implosion well keep you abreast of any enron developments from houston throughout the day the houston bureau will also have the latest thursday from the iadc ooc drilling gulf of mexico conference including reports on the high tech exhibits and discussion from leaders in the field of offshore drilling join us for these reports from the houston bureau closing prices for wednesday dec crude bbl unleaded gallon heating oil gallon gas mmbtu keep in mind things are subject to change at a moments notice occasionally guests have to cancel or change time slots well continue to do our best to keep you updated on future interviews and events be sure to watch our newscasts every business day a m to p m et at the top of each hour jay rickerts energynewslive com anchor view todays energy wrap video windows media player k,116133,1,0,0,0,1
williams energy news live todays video newscast dear eric although baseball season is over crowds in the thousands are expected at enron field home of the houston astros on friday a job fair for displaced enron employees will be held at the stadium enls houston bureau will be there to speak with former employees about enrons collapse houston bureau chief myra jolivet says other businesses are feeling the effects of the fall of enron on friday the bureau will speak with analysts about the economic ramifications the big accounting firms plan to improve financial reporting and auditing following enrons demise on friday from the nasdaq accountingmalpractice com ceo mark cheffers will discuss the dos and donts for firms catch cheffers during the p m et newscast tomorrow the washington bureau will have the latest on the congressional investigation of enron on friday the senate commerce committee announced thursday that it will hold a hearing next tuesday the list of witnesses is still being determined the debate over electricity restructuring continues in our nations capital and the washington bureau says well have more reaction on friday electric power supply associations gene peters will join us from the washington bureau during the a m et newscast with epsas take on the issue from space shuttles to hog farms west coast correspondent kym mcnicholas talks to utc fuel cells commercial power systems director brian mcdonald about his companys decision to shift gears also from the west coast bureau on friday pratt whitney president ellen smith talks with kym about applying flight technology to power plants to make them more efficient finally kym talks with alstom president and ceo mike barnoski barnoski talks about the best market for power at a time when the supply and demand scenario is somewhat bearish catch these interviews from the west coast bureau on friday closing prices for thursday dec crude bbl unleaded gallon heating oil gallon gas mmbtu well be talking about master limited partnerships on friday with rbc capital markets cfa mark easterbrook easterbrook will join us from dallas during the noon et newscast keep in mind things are subject to change at a moments notice occasionally guests have to cancel or change time slots well continue to do our best to keep you updated on future interviews and events be sure to watch our newscasts every business day a m to p m et at the top of each hour jay rickerts energynewslive com anchor view todays energy wrap video windows media player k,116210,1,0,0,0,1
williams energy news live todays video newscast dear eric the enron dynegy story continues to heat up and enls gale smith says theyll have the very latest on developments surrounding the companies from the houston bureau on friday william paul thomas of the rainbow push coalition talks to enls myra jolivet in the houston bureau thomas is previewing the rainbow push energy conference taking place in houston next week hell also have comments on enrons involvement in the conference also signa engineering corporation chairman and ceo rick stone is penciled in at the houston bureau on friday stone is talking about underbalanced drilling and whether its still the drilling technology of choice for e companies join us during the p m et newscast for the houston bureaus conversation with stone on friday from the enl trading floor stephanie stanton will speak with platts natural gas markets editor liane kucher during the a m et newscast kucher will discuss the natural gas price jump of in november we can also look for a progress report from the washington bureau on friday on where energy legislation stands in congress friday well also see where the coal industry is headed the national coal council met this week in washington and tomorrow well hear what participants are saying about some of the issues and opportunities facing the industry the washington bureau will bring us more on developments at the ferc regarding regional transmission organizations the commission is giving states more time to get on board the rto bandwagon and provide more input on the subject well bring you a closer look at the implications of this weeks order from the washington bureau on friday enls kym mcnicholas will also take a look at this weeks ferc order and what changes are underway at the california iso in light of the order keep in mind things are subject to change at a moments notice occasionally guests have to cancel or change time slots well continue to do our best to keep you updated on future interviews and events be sure to watch our newscasts every business day a m to p m et at the top of each hour jay rickerts energynewslive com anchor view todays energy wrap video windows media player k,118055,1,0,0,0,1
regions file thomas is setting up a new ngp l file and would like us to save a copy of each p l to netco region once you decide how you are going to break them up one file for each book or combine them together can you save them out there so he can start linking them i think that for the physical regions it may be easier to keep each book separate because people could be moving around a lot kk,118437,1,0,0,0,1
access to ubswenergy production environment your production user id and password has been set up on ubswenergy please follow the steps below to access the new environment from internet explorer connect to the ubswenergy production cluster through the following link http remoteservices netco enron com ica ubswenergy ica use your ubswenergy enron nt log in password from the second start menu select appropriate application user id emclaug password emclaug please change should you have any questions or issues please contact me at x or the call center at thank you claudia clark end of signature end of signature,118544,1,0,0,0,1
daily duties errol can either you or joey show me how to load the price curve when you get a chance thanks daily duties have you had an opportunity to meet with the ubs people kam phillip daron etc to make sure we have someone here to cover all tasks that they may be doing for us now if you havent had the chance to meet with them yet i believe the sooner we meet with them the better we dont need to drop the ball on anything during the transition and im guessing their level of availability to us will seriously diminish over the next few days plus if there are tasks outstanding it may take a day or two for training just as an example it appears we have no one trained right now on how to load the price curve please let me know if i can do anything to help you get this accomplished quickly or if you have any questions thanks greg end of signature,118546,1,0,0,0,1
bank of america errol deal ns from of last year should have been killed along time ago can you kill the deal in the system please this might come up as a prior period adjustment i do not know what happens when they are this old,118642,1,0,0,0,1
hr organizational changes in the past few months enron has received numerous requests from other companies to share some of the processes and systems that we have developed within hr also several new businesses have been created recently by consulting companies to pursue what some financial analysts believe is a huge untapped market in aggregating hr services recently we completed an internal review to consider what role enron could play in this arena and have decided to explore some very specific external opportunities due to the time commitment required to pursue these opportunities we are assigning dedicated resources to this effort effective immediately the hr community will have three major areas of focus that will be working together in order to optimize hr transformation and commercialization taking the lead roles will be myself mary joyce and david oxley see below and attached chart i will lead this new effort in addition to continuing to lead those areas of hr that are our prime candidates for commercial opportunities reporting to me on this commercialization effort will be brad coleman with the overall lead andrea yowman who will focus on software applications such as pep expertfinder and global compensation sarah davis who will focus on worklife elyse kalmans who will focus on community relations cynthia barrow who will focus on benefits and wellness and yevgeny frolov and dan brown who will focus on e learning and talent management i will continue to report to steve kean david oxley will take the overall lead for hr across all business units focusing on continuing to increase the value hr brings internally to enron the networked recruiting organization development and training and business unit compensation consulting functions the global pep team as well as the generalist consulting responsibilities for all corp groups will report directly to david the hr leads for ews ees ebs ets and egas will report jointly to their business unit otcs and to david from a functional hr perspective in this regard david will now report to steve kean mary joyce will add global information management corporate compensation services and reporting analysis to her current executive compensation responsibilities kathy schultea felecia acevedo cindy ward and suzanne brown will report into marys organization mary will continue to report to steve kean with drew lynchs promotion to coo metals and davids increased responsibilities robert jones will take the hr lead for ews americas robert will report to the ews otc jon chapman has been appointed head of hr for eel based in london and will report to the eel otc both robert and jon will report to david from a functional hr perspective additional realignment of resources will enable our team to further improve daily employee services partner with business unit initiatives and maximize opportunities for commercialization these modifications are as follows scott gilchrist will lead hr for the newly formed egas as such he will focus his attention on the asset positions in south america latin and central america the middle east and asia the european assets will continue to be a part of eel scott will also work closely with rebecca mcdonald and sandip mallick in relation to our assets in india scott will report to the egas otc rebecca mcdonald and david as above michelle cash has agreed to take the lead of the corporate oler function for an interim period to determine how it should operate and be organized she will report to me for this particular function but of course will remain primarily a part of the ews legal function reporting to mark haedicke sheila walton will lead the hr generalist activities for all corp functions jo ann hill and all of the corporate generalist functions currently under jo ann will report to sheila walton sheila will continue to report to david sarah davis will add the click at home program to her current responsibilities and will continue to report to me,118685,1,0,0,0,1
front office netco testing hi let us plan to meet to perform preliminary integration testing for the front office for netco we are working on completing the front office application migration by early afternoon the objectives for this meeting will be validate front office deal entry scenarios for eol sitara enpower tds and tagg erms execute sample scenarios review the integration testing effort for tomorrow with connectivity to the back office applications please let us know if you have any questions thanks aftab,119169,1,0,0,0,1
swaption with garden state sean boyle at x is your contact,119759,1,0,0,0,1
ng price affiliate basis book status i spoke with kori loibl the book administrator for the ng price affiliate books regarding the status of the affiliate basis book last night not officialized dutch and i are working with jeramy wong in it support to put together a program that will let dutch and myself know the status of every book that should be officialized at the end of each night so that these problems can be fixed before the morning the book in question was officialized this morning and has zero value please call me at x with any questions errol l mclaughlin,119776,1,0,0,0,1
offsite on friday february this day is good for me,119833,1,0,0,0,1
no place for hate concert thursday may http www scottgertner com directions html no place for hate concert houston jazz greats join together for anti defamation league s a night of jazz with dave harris and friends benefit concert who dave harris scott gertner paul english julie johnson warren sneed dennis dotson brennen nase alonzo alonzo thomas hulten vernon daniels doug meeuwsen what a night of jazz with dave harris and friends benefit concert when thursday may pm reception pm concert whe scott gertner s skybar montrose blvd penthouse floor details a night of jazz with dave harris and friends supports the anti defamation league s no place for hate campaign one of the most successful educational campaigns launched by the adl one of the countrys oldest human relations and civil rights organizations no place for hate seeks to teach people creative strategies for dealing with bigotry and ending hate in the home school workplace and house of worship the concert coordinated by local jazz musician dave harris will bring together some of houston s finest musicians to support the adl for years the adl has been devoted to fighting all forms of bigotry through programs and services that foster understanding dave harris love of music and sheer joy of piano playing have given him the opportunity to work with many well known jazz artists including don cherry frank foster and late saxophone great arnett cobb his original compositions have been played by others throughout the u s and europe for tickets call this concert is likely to sellout in advance so there will not be tickets available at the door scott gertner s skybar sm tm world class entertainment with the most spectacular view in houston montrose boulevard penthouse houston texas fax www scottgertner com,120240,1,0,0,0,1
eprocurement is here eprocurement i am pleased to announce the launch of ibuyit eprocurement for enron wholesale services effective today employees throughout ews will be able to use eprocurement to purchase it hardware and office supplies this is a significant milestone in the enron wide cost saving effort this new tool enables us to reduce our expenses by taking advantage of preferred suppliers and automated approval routing the use of eprocurement will help ensure that our company dollars are being spent wisely this is only the beginning eprocurement has the potential for unlimited growth by adding other products and services to the system please feel free to provide the ibuyit team with feedback to ensure that future eprocurement enhancements and upgrades will make this a valuable and integral tool for your purchase activities i encourage you to visit the ibuyit portal today and logon to eprocurement to access training information and materials and to learn more about enrons business wide cost savings opportunities http ibuyit enron com note to logon enter your user id p number and password initial password is enron need help call isc customer care at questions for general information about ibuyit send an e mail to mailto ibuyit enron com embedded picture metafile,120393,1,0,0,0,1
option expiry outstanding request from vusal i just found out that there is an outstanding request from vusal najafov to change the option expiry date of wti crude oil options deals for delivery on jan from dec to dec should i do the changes in production or not option expiry vusal we have prepared the program that will change the option expiry of all wti deals for jan delivery from december to december please confirm and approve this and we will run it the first slot we get francis,120466,1,0,0,0,1
jv will do jv we ended up scratching this trade so make sure that both legs end up in same book jv i bot jv d please put in the jv book not mine,120613,1,0,0,0,1
